"adverts"	"sales"	"standardized.residuals"	"cooks.distance"	"leverage"	"covariance.ratios"
731.364	170	-0.523301434798518	0.000728365537019385	0.0052914098553623	1.01274457186952
25.689	100	-0.558225449449189	0.00195377741646072	0.0123843658507153	1.0196283342928
391.749	200	0.42867964332223	0.000559862571248503	0.00605630158153023	1.0144476049149
233.999	80	-1.16597830265474	0.00553935472896623	0.00808320289371576	1.00447288737359
275.7	100	-0.92236883012972	0.00319041811850487	0.00744428950710198	1.00902714774503
56.895	70	-1.06100144433559	0.00661866331938848	0.0116222786279872	1.01046796103286
255.117	50	-1.65303999372658	0.0106718366669043	0.00775038687303601	0.990162234851424
566.501	240	0.780945415770857	0.00154741553337272	0.00504890642494292	1.0090592196302
102.568	160	0.243760441585859	0.000317740054360071	0.010581699980032	1.02036907966405
250.568	290	2.00469427984142	0.015838317227435	0.00782047248187972	0.977229509814841
68.594	140	-0.0111786957014608	0.000000717133269683729	0.0113472694678092	1.02177108825392
642.786	210	0.213785680491972	0.000115230892592255	0.00501715237036512	1.01480316886535
1500	300	0.332050497581359	0.00122335594406246	0.0217091369696743	1.03144509979943
102.563	230	1.31016871969034	0.00917919267488064	0.0105818090313145	1.00335601262186
756.984	280	1.11067054183551	0.0033693937746237	0.00543306965436923	1.00307974562347
51.229	160	0.319130403762392	0.000605843274982155	0.0117575659072242	1.02114530203464
644.151	200	0.0598760486104407	0.00000904200973755535	0.00501884239470284	1.01523678309094
15.313	110	-0.390587061772117	0.000977055245544623	0.0126469523160885	1.02154135929633
243.237	110	-0.72298238061789	0.00209048678967555	0.0079352753952776	1.01288907333751
256.894	70	-1.35136906124085	0.00710698073618669	0.00772324846094609	0.999348001309128
22.464	100	-0.55352122046184	0.00193372906336282	0.0124654899010201	1.01976604913682
45.689	190	0.78460175042511	0.00370414739229619	0.0118911673491693	1.01598762534796
724.938	70	-2.03325780208616	0.0109308303454355	0.00526026617224776	0.973555615648756
1126.461	360	1.79124640198414	0.017164895881852	0.0105861608285106	0.988164589188977
1985.119	360	0.543375888181871	0.00696109680293705	0.0450294776289082	1.05465825558582
1837.516	300	-0.166301084250616	0.000529395347312047	0.0368725943115976	1.04855896312363
135.986	120	-0.414400822454968	0.000856507572016185	0.0098766415270017	1.01848574820393
237.703	150	-0.106335380560079	0.0000457283531591116	0.00802345426264515	1.01823241926897
976.641	220	-0.121992982965858	0.0000584630486921622	0.0077954816472383	1.01796170279409
1452.689	280	0.0952267092895661	0.0000923974107548923	0.0199715118973491	1.03066955333307
1600	300	0.185158772502005	0.000452090615917127	0.0256957615774826	1.03646090878148
268.598	140	-0.303592952795885	0.000350483838003977	0.00754786613384396	1.01691332350185
900.889	290	1.0531286248426	0.00376774834526181	0.00674851583610075	1.00567974209792
982.063	180	-0.738468862582134	0.00216563399740035	0.00787979599721866	1.01260028577818
201.356	140	-0.20538764675222	0.000183717042833702	0.00863504029414165	1.0185428168404
746.024	210	0.0630395669137332	0.0000107258464038029	0.00536904567303093	1.01559025249774
1132.877	250	0.106081816955855	0.0000610119859589418	0.0107270276968002	1.02101569118172
1000	250	0.300291543414874	0.000371291570059997	0.00816765057152583	1.01756928187238
75.896	120	-0.326651849034593	0.0006031271768628	0.0111785769068238	1.02049729023803
1351.254	290	0.396859344850739	0.00132664730337845	0.0165674935973614	1.02556261846525
202.705	60	-1.42489083912621	0.00881779026902312	0.00861133571708624	0.998162828696795
365.985	140	-0.445710491383606	0.000631237369125208	0.00631488964218724	1.01455882680661
305.268	290	1.92394345825855	0.0131146667786339	0.00703616600967287	0.979654079526058
263.268	160	0.00842054992303391	0.000000272477330200798	0.0076270114024436	1.01794117693805
513.694	100	-1.26890992035576	0.00422134585047124	0.00521612609595674	0.999026402411386
152.609	160	0.170391586818693	0.000139876716753451	0.00954364929250997	1.01961264827562
35.987	150	0.189065773622164	0.000219429409803207	0.0121282892887319	1.02221101091824
102.568	140	-0.0609255252590515	0.0000198492487220328	0.010581699980032	1.0209434938313
215.368	230	1.14371369553649	0.0055355596083068	0.0083926022705491	1.00531190255907
426.784	230	0.833350665315293	0.00200817353054307	0.00575004496851216	1.00890545058072
507.772	30	-2.3238128531829	0.014229050605251	0.005242288707298	0.960864879846989
233.291	80	-1.16494956729849	0.00553750668654369	0.00809469008014647	1.00450901837528
1035.433	190	-0.664681885873028	0.00195591993181895	0.00877657239063322	1.01457954417036
102.642	90	-0.822748136174956	0.0036191982676686	0.0105800861456033	1.01401107004779
526.142	120	-0.983201478171161	0.00250991609559129	0.00516600439469253	1.00553283751727
624.538	150	-0.671060261582124	0.00113195880930847	0.00500218446351463	1.01064370026078
912.349	230	0.124095637281025	0.000053429544376973	0.00689120653752839	1.01702948178304
215.994	150	-0.0745994586525088	0.0000235202997630033	0.00838196634149991	1.01865963802071
561.963	210	0.331817489194927	0.000279899565177051	0.00505860969624045	1.01418526176798
474.76	180	0.00340362717796028	0.000000031539300326657	0.00541551502122954	1.01567835466136
231.523	140	-0.249456123985598	0.000254825127443767	0.00812346886262415	1.01781134313602
678.596	360	2.44032518411635	0.0152267781114337	0.0050877689556004	0.955185983703379
70.922	10	-1.99576000744886	0.022747711877144	0.0112932407457277	0.981023373344329
1567.548	240	-0.687599213168345	0.00590123473927694	0.0243553191590731	1.03045662040468
263.598	270	1.68121007819459	0.0108545083798722	0.00762207607233741	0.9890820017581
1423.568	290	0.290994336439985	0.000817791866842089	0.0189493851950098	1.02880950796254
715.678	220	0.259284955398801	0.000176336060752325	0.00521848214313501	1.01478783077197
777.237	230	0.321369674323535	0.000288972578109616	0.00556484805339837	1.0147715410031
509.43	220	0.560501610562795	0.000826617032543587	0.00523481325954705	1.01227400739009
964.11	240	0.200570154406811	0.000154149104881933	0.00760541246514683	1.01750616408028
583.627	260	1.0597584501503	0.00283328216949121	0.00502019186033409	1.00378998461236
923.373	170	-0.804433451554787	0.00229193686176904	0.0070337493649133	1.0106947899358
344.392	130	-0.566241416255469	0.00105753674478846	0.00655340074515817	1.01355126437504
1095.578	270	0.465227673823269	0.00108567901059821	0.0099326491525565	1.01808303842393
100.025	140	-0.0572031910919942	0.000017590834085867	0.0106373009705554	1.02100540455229
30.425	60	-1.17502454755112	0.00857290755356543	0.0122660362676964	1.00850934754452
1080.342	210	-0.426160288122844	0.000882524381730457	0.00962521256175519	1.01812543312053
799.899	210	-0.0156502544841782	0.000000706144124601919	0.00573302128100321	1.01600030362055
1071.752	240	0.0432172533449674	0.0000089151615030895	0.00945624144627643	1.01980249217797
893.355	210	-0.152242910390921	0.0000776735613684304	0.00665775735618473	1.01671057450406
283.161	200	0.58771130795654	0.00127662108576914	0.00733779210536897	1.01409791960369
917.017	140	-1.25130197605092	0.00547982439702132	0.00695093271048173	1.00122396581517
234.568	90	-1.01465477882027	0.00419001280741352	0.00807398644080916	1.007837549882
456.897	120	-0.882237035470916	0.00216353687864732	0.00552861083933974	1.00782346285003
206.973	100	-0.822337670387208	0.00291132985877108	0.00853684934553473	1.0119282915468
1294.099	360	1.54909424207225	0.0180771138466564	0.0148425680048233	1.00069325841794
826.859	180	-0.511005749231076	0.000783034118637117	0.00596159231961218	1.01355773518987
564.158	150	-0.582903827598324	0.000862944474298916	0.00505380671783621	1.01182758571178
192.607	110	-0.649219264326314	0.00186899819418007	0.00879065967337738	1.01480265057985
10.652	90	-0.688800533241741	0.0030676481137118	0.0127664019524839	1.01834326840327
45.689	160	0.327270067132053	0.00064446937578952	0.0118911673491693	1.0212290656843
42.568	230	1.39900440449396	0.0118528373630237	0.0119670086175982	1.00230024328812
20.456	40	-1.465544869863	0.0136116765035142	0.0125162245023641	1.00090853121154
635.192	60	-2.05386251509114	0.0106184717974614	0.00500919964884805	0.972464543798723
1002.273	230	-0.00734804751075699	0.000000223345021015973	0.0082051065938041	1.01853468620985
1177.047	230	-0.263448848074182	0.000412405559330175	0.0117444093105652	1.02146649719336
507.638	120	-0.95621523372634	0.00240954854455604	0.00524289799100548	1.00614487174845
215.689	150	-0.0741535093279467	0.0000232544189833816	0.00838714629769792	1.01866564185256
526.48	120	-0.983694465267387	0.00251181341160405	0.00516473551743364	1.00552165803361
26.895	60	-1.16990302783587	0.0085601448750446	0.0123541430809075	1.00872253069343
883.877	280	0.925850050247629	0.00282453771975412	0.00654701572785917	1.00805000800425
9.104	120	-0.22900141429435	0.000340147180707741	0.0128062780536877	1.02274051671377
103.568	230	1.30868252670462	0.00913922507386262	0.0105599111355229	1.00337359749069
169.583	230	1.2111895352367	0.00682255494312317	0.00921577579851746	1.00452215541481
429.504	40	-2.05807546503739	0.0122018358768068	0.00572845616524519	0.972994037390563
223.639	140	-0.237940783664014	0.000235581485243715	0.00825342266493683	1.01800244096758
145.585	360	3.22616150294891	0.0508831727908449	0.0096829177009018	0.915632834353389
985.968	210	-0.287782231786822	0.000331475922982857	0.00794129635360014	1.01741273817454
500.922	260	1.18068263868385	0.00369579075236394	0.00527441507562946	1.00128507665353
226.652	250	1.43142072299716	0.00847380242202731	0.00820344600070667	0.997562407974274
1051.168	200	-0.535576547337965	0.00131187936871578	0.00906413453211804	1.01646667607643
68.093	150	0.141958040060292	0.00011576803241243	0.0113589269798393	1.02157644597812
1547.159	250	-0.503905691435859	0.00306017874687431	0.0235360975921144	1.03187506170515
393.774	100	-1.09422626924124	0.00363620175494224	0.00603717598185385	1.00405932449412
804.282	260	0.737815346622819	0.00157909550403433	0.00576807274993142	1.01045942286394
801.577	210	-0.0181016217968796	0.000000946889684999078	0.00574634377832325	1.01601306838777
450.562	290	1.71029620843518	0.00819500649489908	0.00557198556163498	0.986045430132349
26.598	220	1.27021099747575	0.0100971255890197	0.0123615802499326	1.00622039402214
179.061	70	-1.23837626155792	0.00699346539197272	0.009038038213464	1.0036614537347
345.687	110	-0.872195034417497	0.00250337982441529	0.00653853645223592	1.00902823933452
295.84	250	1.32952643173388	0.00637581047022975	0.00716225406550794	0.999379690249498
2271.86	320	-0.509252659363323	0.00879657724302477	0.063528920384576	1.07588324479282
1134.575	300	0.865382400426782	0.00407459493595483	0.0107646017738909	1.0134604971059
601.434	180	-0.181576399520797	0.000082898922087578	0.00500358858658319	1.01491990133806
45.298	180	0.632733846237395	0.00241091589108378	0.0119006460284121	1.01821447104946
759.518	200	-0.10861665525434	0.0000323162240825914	0.00544860079364966	1.01559122588365
832.869	320	1.60809793937076	0.00782670889212727	0.00601676769627082	0.989919619964849
56.894	140	0.00596211847072587	0.000000208997186955709	0.0116223023843266	1.02205633656665
709.399	100	-1.55470558242262	0.00630784353976062	0.00519222808263247	0.990809355921098
56.895	120	-0.298885660353515	0.000525228759487112	0.0116222786279872	1.02113463430823
767.134	230	0.336115552699194	0.000312220244928011	0.00549692698173119	1.01460281514815
503.172	150	-0.493897118423009	0.000645388688888204	0.00526364210741414	1.01302271171478
700.929	250	0.736598366539739	0.00140696568942394	0.00515947446961605	1.0098596231301
910.851	190	-0.481948820381491	0.000803646086805103	0.00687223670360779	1.01478318332674
888.569	240	0.310868343975411	0.000321094443948128	0.006601358957235	1.01589851475174
800.615	250	0.591189763378604	0.00100863988849558	0.00573869129493966	1.01242490394714
1500	230	-0.740398054154147	0.00608240176007974	0.0217091369696743	1.02688495699864
785.694	110	-1.51452784409622	0.00648784613691895	0.00562504743991866	0.992490970190913
